"T_0","I_0","V_0","beta","p","c","k_T_reg","symptom_onset_day","k_NSs","d_NSs","K_NSs_sup","k_FI","K_FI","d_F_I","E_max_IFN","EC50_F","k_NK_I","K_NK_I","k_NK_F","K_NK_F","d_NK","k_FII_NK","d_F_II","k_CI","k_CF2","k_CC","K_CC","d_C","k_anti","K_anti","d_anti","k_suppress","K_suppress","I_ref","F_I_ref","F_II_ref","C_ref","V_ref","delta_natural","delta_NK","I_gate","k_CD4_I","K_CD4_I","k_CD4_F","K_CD4_F","d_CD4","k_CD8_I","K_CD8_I","k_CD8_F","K_CD8_F","k_mat","d_CD8_N","d_CD8_E","alpha_CD4_help","K_CD4_help","n_mem_switch","delta_CD8","k_P_CD8","k_IgM","d_IgM","K_CD4_B","k_switch","d_IgG","k_IgG_direct","K_IgG","k_neut_IgM","k_neut_IgG","k_PV","k_PC","d_P","k_PLT_prod","k_PLT_loss","k_PLT_cons","PLT_0","P_thresh","k_KP","k_KC","k_KH","d_K","k_LP","k_LC","k_Lfluid","d_L","Vd_RBV","CL_RBV_std","CL_RBV","eGFR_ref","k_hgb","d_hgb","Hgb_drop_max","ka_FAV","Vd_FAV","CL_FAV","k_form","k_elim_RTP","Emax_RBV","EC50_RBV","gamma_RBV","Emax_FAV","EC50_FAV","gamma_FAV","psi","rbv_immuno_scale","rbv_endothelial_scale","rbv_recovery_scale","K50","L50","C50","K50_dialysis","L50_ecmo","w_K_HFRS","w_L_HFRS","w_C_HFRS","w_auc","K_auc50","L_auc50","C_auc50"
1e+06,0,784.930896362064,8.05888428178163e-08,118.466342023848,3.15990432090654,0.237977523622757,3.95965098282687,1.56422787006962,2.18817620590998,3.96466517964991,5.3626029430937,127813.274484438,1.6571503744799,0.515434045842267,61.8251199960239,0.209479288728899,174268.130218313,0.298706011383852,49.7385918411606,0.857106910599108,0.200514260175055,4.15804781175898,3.44760504909324,0.640960857195342,0.813772661772331,241.715193430926,4.43852370370264,0.278821468246397,63.5122895583319,0.443533101089839,0.422405196201563,26.5250575533973,1e+06,100,50,500,1e+05,0.0272407033265197,4.53594268512605e-06,16621.9119978451,0.130722222225351,829.799742907616,0.0935356042755343,54.1125656015947,0.0937062766720535,4.39560995255078,1050.05874070802,1.32222583692781,17.1234444447042,0.129913088049445,0.0977023448568383,0.093585869147988,2.31181518686363,4.55185118035305,50,0.000575430061725984,0.0100295263517818,0.818399940487816,0.0236878869103072,3.11897574407892,0.0317878124336117,0.0351764150526516,0.012605657199028,616.501512659887,0.00487119777890502,0.0239654955531149,0.794803060345608,0.110262281132871,0.611595506054868,24789.5456908534,0.101398609216882,0.00159810915065225,244476.190376841,0.595331134103484,0.217355490991578,0.0691915496601023,0.170054136617016,1.11973325589258,0.115871665900632,0.0434502059844173,0.407931948400272,0.496109906688262,40.4093574282257,4.35076482784852,5.16948462198833,90,0.000603214287027181,0.0599179432970045,7.00365513682159,33.6839256579351,23.3410617472152,172.396105172913,4.53477477504055,0.747046959799617,0.70997655186411,5.31640336687673,1.34466577753186,1.50697655998729,0.476402989309825,0.884907123183791,0.177631473528107,1,1,1,31.6504519267948,119.032453248522,222.363848232357,98.5312567037124,307.868687145652,0.150788977274119,0.0140443540692413,0.0355983441502809,0.177445046737903,213.064669484654,300.579985592428,1011.72913365201
1e+06,0,686.085354918325,6.49160343489652e-08,128.264141314781,3.31331095797502,0.372565214295958,11.5213446924085,0.587906217666541,2.39370840013877,6.8593564334881,3.98363767764696,103281.781381081,6.8527110689284,0.572737224030387,37.3311221400248,0.246684087866551,280114.442814866,0.145417312806878,65.7744089333651,0.910858959613339,0.213373741929664,2.04591569953909,1.44594401897521,1.24639764145169,1.73581382702772,237.751525461445,5.1879195818632,0.971163607298029,66.4489101526254,0.405812009865552,0.610426109294789,30.5961373512318,1e+06,100,50,500,1e+05,0.0180069308977633,8.5781913211935e-06,9865.3520494195,0.112204754213087,471.160184860638,0.0827087153409729,45.1683238153678,0.0920719306486942,4.4285099038973,970.997205125007,2.13061113756018,22.7680180723768,0.10156127715101,0.023930897755221,0.141020849376114,2.88534851728299,6.65487216924127,50,0.00131326993014959,0.0108550647663241,0.208006969134146,0.0321092387213107,7.20813974157492,0.0407698187487086,0.0617021581302212,0.0198706277771409,1016.32755628002,0.00596966884914613,0.0682303923832772,0.236320699639174,0.115920390364233,0.633319895334502,28980.2698878565,0.0855525918189168,0.00160938099749007,338742.161654168,0.207974388432173,0.242169376789623,0.0928874772786781,0.226191988661055,0.809246215369637,0.395984257460924,0.083040684507493,0.267221496610762,0.702752571640882,36.5085916616194,5.84656026985426,4.51445712057691,90,0.00105994165365926,0.0874973957331921,5.41752554605102,32.0369252627044,27.0113626459617,203.067525086882,0.997425632323725,1.8149386281773,0.823179729788167,6.81892165594954,1.7604408461528,0.933549072551031,0.573778410591441,1.19529628366666,0.0872112808016983,1,1,1,39.6407116755491,111.525228121344,211.333336263702,78.3253071864602,418.893643509488,0.0918920187160396,0.0220667570898679,0.0702491151811246,0.227150837749659,132.353763083559,448.660573345527,1677.80358081408
1e+06,0,730.411716619021,9.00975378749774e-08,104.149650008285,2.96412964895995,0.209537635415574,6.64271741900241,0.421137471909614,1.34757054154216,9.96814923802871,3.42467674830623,79070.4153910818,2.98574325258718,0.903530345579045,66.7964481396884,0.519885635909912,84058.3226651057,0.257984377512019,50.6068969722342,0.552544178623463,0.112768241027415,2.22962698845446,3.09924294320715,1.99710502042361,0.993763235650746,102.764185766068,10.3741987363531,0.471634296254425,63.3998841692148,0.683627792775758,0.666728408603776,47.1726045870013,1e+06,100,50,500,1e+05,0.0346675268289909,3.84920905495524e-06,8457.7120885494,0.133459885148889,598.763214716674,0.151958782942558,35.4179258738432,0.102089861198136,7.54982382188463,1826.24583805303,2.77689850786444,22.5159456514781,0.151247976888983,0.047614567550706,0.0475094438486523,2.76834170721511,5.9041851971275,50,0.000850634150029174,0.00476823702606112,0.382191424195496,0.0253859137531533,11.1179484092458,0.0336380958437546,0.0462705193963468,0.0207659504487328,232.490263602449,0.0091849419584504,0.036770144660335,0.458602922375565,0.103294638467215,1.01606367005481,27024.6262861061,0.0916751541730742,0.00186442957153759,294786.810339977,1.09477030161818,0.0929294372755733,0.0450838221980951,0.135390046429457,1.64769748691455,0.350034085569527,0.137429560558636,0.180928946565116,0.444584271225714,17.7462310653628,6.85762678997135,5.9781990409108,90,0.00171072661739876,0.0458393191992027,4.45590588497439,33.8616733533631,29.0355141820541,226.419723045184,3.21622729658142,1.48987603843175,0.81023305796764,7.44892397368215,1.40514965769728,1.10614989560418,0.614201457901404,0.881785522964911,0.130094223469482,1,1,1,42.6158480382778,99.8676422822111,377.297415765667,86.8138230702716,397.516529549354,0.102414150001868,0.0183342556051592,0.0718716474988308,0.250692452705871,201.807243083024,332.049215685404,1242.32142691117
1e+06,0,812.965706324707,1.2416834283159e-07,139.072243661507,3.36726808061668,0.15335224986806,7.53379153863691,0.649172088146761,2.54826180251094,6.07087275087741,5.65860131473972,53955.8342273175,4.79467039528384,1.32742978768004,76.3053015248707,0.178156018863206,188047.101694617,0.165023719692013,102.771601882837,0.703194488753871,0.252347263846605,2.62940900295371,2.85858513494421,1.26230999592491,0.922732446915544,229.851627445881,8.83009750296427,0.671205398208262,125.752825122609,0.451892123437916,2.46393840001018,62.950795150214,1e+06,100,50,500,1e+05,0.0232315644935271,2.71705113572435e-06,11879.5024942733,0.137469167074946,555.966965851563,0.116679871193809,25.3222934082283,0.125573057531723,2.62839470420497,820.697680933694,3.785102203249,28.5939725540899,0.117430222444358,0.0362077783097925,0.122967320511384,1.88622015513345,13.5771159551666,50,0.000372436930625366,0.00457039269979052,0.21211070685123,0.0169130658873174,5.48872825922075,0.0534260577744727,0.0453585620259839,0.0201491741028521,670.891014320091,0.00584462640439304,0.0286264905622063,0.194302102404099,0.124113117283463,0.18535910471195,19802.8508437038,0.08181982019224,0.0013016688906443,242029.997098208,0.313610088941736,0.400479683385828,0.0569416718415894,0.0831199777811214,0.494972288804158,0.179619372667316,0.0245878826905143,0.233422431640127,0.436923051413658,49.2083935675739,5.29454982024142,8.42329563202263,90,0.000410744494828878,0.0556326733280007,2.88070918108776,31.4064484238069,26.1599439032597,220.547545612922,1.88519838218522,1.28598718402486,0.696443913904678,6.3700402535124,1.53316641814578,1.08969630815515,0.383803041656764,0.805959568230165,0.132593393517664,1,1,1,35.796291617358,99.6661755986372,342.84111608979,96.9331901991565,477.74596304948,0.0968522470167182,0.0123790848261473,0.0838823293045244,0.290337332871776,257.13408584859,637.128247787977,1651.85130095114
1e+06,0,1234.93734042759,1.52978611312719e-07,158.336910926891,3.33999932691509,0.564022930613831,4.12182826697595,0.532875147567081,1.77017445911782,7.37356056051374,8.2391055657826,146929.576327791,3.03166101051653,1.98226945738495,47.4785990428138,0.293624406165346,90351.3254019624,0.174524838433078,93.3451088088987,0.375181066330978,0.113751107978092,3.50901735960647,4.8011050383192,0.951059413125033,0.549094923103911,226.883139152268,3.31426041538671,0.245539162696278,45.2588964775049,0.408236257444564,2.15543973235082,22.6669397100245,1e+06,100,50,500,1e+05,0.0308070498637579,1.5122707402588e-05,8548.23814205328,0.203161706026285,358.902206133041,0.197282918220063,26.7344403349038,0.118071668991133,4.6063931128474,1023.24480857888,5.18072355480701,40.6939330767322,0.153618709856894,0.0770866870118252,0.0839449892945703,2.35951764224173,3.11179135690641,50,0.000685055747834907,0.00513663186444774,0.616374044465818,0.0396174560041706,5.30401235204118,0.0432181660852632,0.033436679431127,0.013547293551418,575.911162407376,0.00584448816306783,0.0870850117909825,0.550493301515367,0.0628984085308092,0.20034899756319,24691.3212801837,0.104295548625967,0.00310502222368994,236743.769081973,0.257000874017079,0.184971682606831,0.0373971199640675,0.160956684763331,1.12284286158474,0.121184107967435,0.0387857677840657,0.157741325173306,0.987839703325569,28.334782155411,6.90902219699792,4.87741880399172,90,0.00245473062056765,0.0930176512780892,4.73702935603147,39.5278350128716,30.6064083237289,213.645526207262,0.920421085573728,2.65908790861956,0.85922844618647,4.85358270306546,1.04773798886599,1.48174036100506,0.300084145211228,0.366159388280709,0.135582994493739,1,1,1,34.9363387435068,109.604645424818,205.898735884287,97.6902209073134,406.575686781053,0.164087482380923,0.022111486114269,0.060233935235053,0.193596543038155,313.288861913173,282.788059937013,2490.51144644468
1e+06,0,969.719181392454,1.14120351559265e-07,170.688174197092,3.24685095850038,0.354167602286469,2.27974704936647,0.669895119773341,1.63332013146987,6.89918439746556,4.18533297089634,105344.651929503,5.26150657673431,1.34341927712132,109.910228027071,0.18271822256867,145123.96549286,0.15260509121605,42.3138215630702,0.804779896766038,0.31663086783373,3.1542561979548,1.76420418871589,1.83108911857321,0.879347563673852,158.304014691038,8.2348340959366,0.537553550126531,140.194497395536,0.289233546227735,0.492502573888281,30.4886757788559,1e+06,100,50,500,1e+05,0.0378514521707317,7.92594231193692e-06,8649.3698679016,0.566992370015125,652.558961764789,0.151972354929557,66.1997783823498,0.0978337444309725,3.92260686688128,1174.47921040985,3.41951470746336,21.2563897700257,0.131178825290443,0.0433225029053213,0.106915782976398,1.85515465154082,6.95986651535086,50,0.000726208903271245,0.0116003274928114,0.27266777045553,0.0332698050311511,4.37677890689674,0.0325137103146333,0.0282755248896748,0.0097096829810392,464.560206292995,0.00452587474045869,0.0403095625903914,0.433709732536429,0.0818609066520288,1.36188383040635,23115.6365419855,0.0995853812111508,0.00177728291685569,232118.773467096,0.750455764692715,0.236306764137761,0.0269097195721862,0.103717501012203,1.11170991222463,0.254676601386836,0.0689471781321568,0.200311030438359,0.632829540831912,54.1042423348086,5.6264130089755,8.62410350883867,90,0.000609765225756329,0.106053008466843,4.08429244214782,37.5944508170939,28.0729418217129,179.245579173927,2.84085718024702,0.833952418197018,0.620007257536015,9.39819372631454,1.68865286089887,0.680528605480371,0.638190186654064,1.39854096990923,0.0727269699343455,1,1,1,46.0511887474499,79.0601691954639,255.417512046471,54.3419832016743,327.122268833268,0.0887525328534234,0.0176586613959714,0.0692905053584344,0.369545959875697,266.860342702959,548.35236214366,2046.99390465969
1e+06,0,826.37261682182,8.16874572560764e-08,76.4875982091211,3.40992268053674,0.538312800869989,3.46975386189572,0.469824397289593,1.42679686785125,10.4351968566012,6.90286954020466,70105.2803644409,3.02225633312984,1.72859839471943,29.3468206266111,0.319011651030448,226314.054742345,0.239242346406442,55.1468837805586,0.411802964468831,0.280522484298685,3.35081320733961,1.23591936825288,1.07284498446029,0.826354893962023,152.881379052834,3.96096050246663,0.359093348990778,83.8951383240601,0.486519288143009,1.67827608838016,51.3542213212362,1e+06,100,50,500,1e+05,0.0229166974448524,2.56575168581892e-06,10787.2550710548,0.0777659640024768,532.252426182422,0.129869346255886,24.360309417939,0.124439790379234,5.95407823365992,788.735357844104,3.68147562380132,30.1955912458509,0.245953236688212,0.0146183033241695,0.102306654056187,1.59946800588451,3.08600603792507,50,0.00125227820027129,0.00471853140420231,0.218532813104943,0.0239324354309746,5.24545267406189,0.0352379479645368,0.0464717844930326,0.0342443393684496,338.320310965447,0.00439480472102473,0.0183474734863335,0.372641261767939,0.128933436096272,0.314674084272099,26174.2424475711,0.105109521664853,0.006063520071999,249018.757130577,0.804718975359554,0.193924991400766,0.0572949730987221,0.2160937503244,0.604419878421782,0.269591898759241,0.0753181404318659,0.229519473484607,0.443673028139283,37.4863246164913,3.34201099909941,5.20278804883099,90,0.00169983020311959,0.0387414012202806,4.334686113379,34.3296414881206,25.685335074101,188.899923362565,6.15871993500718,0.552813076762099,0.623763236278351,7.59592841271027,3.68140932546779,0.775033651944636,0.450323649247556,1.47615008003623,0.0436884470631225,1,1,1,20.7006303556115,91.4793035314876,313.35884518161,52.8611036000816,399.741327239478,0.130203741548211,0.0160254185780327,0.0558401434872714,0.327914931169889,145.155489451574,660.589773773307,974.074529609808
1e+06,0,1092.63945917243,7.10973223649248e-08,92.7728882626417,2.98152022366508,0.24612640849833,13.9700899724808,0.373308940531224,2.61967733079323,29.9952328066937,12.9644026067396,119250.462851316,3.17854612500513,0.702597086159572,29.5639519674396,0.231664353711805,48711.4922227617,0.0945732142254063,56.9427562482944,0.507105285135687,0.0936929250626032,3.18412141147844,1.32217179231052,0.79700428307981,1.14171572992192,306.835043118458,6.18538054569564,0.299390891315333,161.661644218403,0.55468849491629,0.720281793027799,33.5392894016643,1e+06,100,50,500,1e+05,0.0314644276357199,5.74923248080711e-06,6305.88632880614,0.0898267359184968,644.554888848911,0.0437511394310421,17.7261299282691,0.121619662542508,4.52693850654857,1024.61073617531,4.84822105041879,23.7812235205639,0.124354525659855,0.0462740845866906,0.0883939919977167,1.50671566732607,7.22781926966141,50,0.000663084409357596,0.00456606953576151,0.244057960673315,0.0252868247896976,2.82725941061652,0.0570752996784273,0.030874084342485,0.0284519439108007,301.465746098581,0.0116347319434971,0.042271281611452,0.822463608442372,0.105853462091624,0.333137203921816,27386.0394773254,0.106158340266362,0.00153146079848964,257973.508333035,1.097998653125,0.153600812527749,0.0831753142587563,0.224304685949178,1.70717378150176,0.233541158475055,0.163803237995857,0.15553139286882,0.411435018496117,40.8822967640685,4.45447589535078,7.39688975931009,90,0.000511575266252636,0.0397201515850793,3.79920877022134,42.5110710041238,31.8619045487044,189.178960286066,1.8928777244094,1.22704043555776,0.681673376374384,8.23421790520323,1.73493834532721,1.08097430644016,0.570716233837954,0.711639091659458,0.0927064296885544,1,1,1,25.5035231916472,112.382695284261,200.527126536117,86.0565381336782,401.176620436038,0.181804081108098,0.0133639724776316,0.0618330878147504,0.266850183609576,368.547571003832,418.584654414662,3364.60283517138
1e+06,0,1124.86091629113,1.10328326101392e-07,90.9095512356069,2.82236753875292,0.536099918643912,4.2223952199967,0.674452922673577,0.621471616146296,7.22777652009783,7.7111705996869,139321.038792668,3.23272561970257,0.859378330944307,35.5350245942211,0.281443629496464,117553.75691544,0.155664517729204,43.3932977935526,0.599001352396446,0.197492866918307,2.50539789228556,1.53789350642141,1.22980996027186,0.848167626103087,191.848786202182,6.64106885021674,0.575190629463825,126.616724337154,0.525395180278902,1.94702268044335,12.9547067371781,1e+06,100,50,500,1e+05,0.0222498486133843,3.12603702063974e-06,18822.0962438819,0.149119784681217,583.195688734312,0.162116868187599,26.7387653318649,0.101230157073196,5.60555273053311,678.573875621541,2.55955316775714,23.5836574563434,0.140310904444324,0.0531499177624359,0.0934553634160393,3.13396966699873,2.61320919766899,50,0.00183089628349356,0.0057175253304443,0.242908456990947,0.0229053917740914,13.9980276799339,0.0668873009896789,0.0331352612345872,0.0348432253718658,262.752626134678,0.00785467154070737,0.0458166262784482,0.517308860952713,0.12384782721967,0.478105698476938,24761.2489001984,0.0827385391478023,0.00236203924899083,299271.04291708,0.535488209217941,0.123514956164411,0.0572641575777621,0.474341247774219,1.28487946773268,0.183151627320785,0.0458096242505245,0.0493205509652332,0.700160544614382,45.7524792684124,4.0439931075563,6.77387146930384,90,0.000430757376725504,0.0768944345328168,3.08631114004351,33.44077836147,35.0576762129337,143.971020132419,3.56444870869548,1.89596882002264,0.766185371025871,7.34343150008421,2.5963094100158,1.06580180490597,0.568204413136309,1.96657550861354,0.0631195071441927,1,1,1,32.1253943164707,93.7425368888538,258.866453548157,65.1053223016386,294.535166515003,0.121017006655227,0.0214995313277182,0.0410596183875291,0.277350022711995,189.300436257294,277.805460683415,702.562333747227
1e+06,0,844.263729449003,1.20082360722163e-07,66.3267568421863,3.64732613006409,0.271842507126249,1.82297816404575,0.269475525427124,0.977010568379454,30.0304287072967,3.93213035783476,121258.434711729,5.64522008936949,0.823042950425292,29.2042615620198,0.39787656704842,173040.086930312,0.18487564471556,51.3292881075009,0.664099346005391,0.299675046026225,2.72396906065006,2.72602907449632,1.11919604380422,1.65373707641782,178.54107379453,5.39225988658712,1.06732382559914,73.1615215654932,0.356943369930491,0.798926170313337,51.0171407471112,1e+06,100,50,500,1e+05,0.0462805999308285,3.53603259447789e-06,10594.4749042419,0.281208653695417,514.777982198608,0.300956718427233,115.399916487092,0.0831064573747093,8.25809273380898,1374.36078176493,2.54367799704627,16.0880131705833,0.0975029515863627,0.0299128492751105,0.10040326017999,1.77925791531455,7.65040578697662,50,0.000547643535737649,0.00363686940817961,0.168608941201332,0.0320201172242221,6.97389569051056,0.0429368129382531,0.0214440650298265,0.0180819394966452,235.283488608366,0.00662798540691054,0.0228148150421725,0.647225677923746,0.0882373012841593,0.573195597705772,23186.1620211106,0.087366141368087,0.0020864396487601,265390.706949318,0.510672015239073,0.118401883147736,0.0502406487551053,0.19826252560106,0.408967043076497,0.163151200780856,0.0339088346895369,0.161450548582028,0.734821886653336,48.2183158865035,4.5440910293578,5.87255729773274,90,0.000533107215888038,0.0477486724750356,3.33578924200842,34.8693197132236,28.6859743235535,190.2589003763,3.2353201303432,1.26819425878647,0.714191684153335,6.25898624626365,1.67235004634517,0.838613750051416,0.282308121680501,1.11109926695019,0.123165267594756,1,1,1,32.4320154372542,107.715646646512,245.27806016443,90.0998686277107,483.329486516905,0.163409640967478,0.0199117878316672,0.0486813122700971,0.302187596553654,247.241944867504,1563.32769702822,1556.68171823723
